filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,âÊëúÉTÉCÉY,35mmä∑éZ,ójì˙,ì˙ït,éûä‘ë—,ìyì˙_tf,èÍèä
A7300237,6,41,female,0,0,0,0,0,0.996,0.004,0,35.65949306,139.7025264,97,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300238,6,30,female,0,0,0,0,0,0.998,0.002,0,35.65952583,139.7025669,55,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,6,39,female,0.003,0.001,0,0,0,0.986,0.008,0,35.65952889,139.7025656,55,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300240,6,23,female,0,0,0,0,0,0.998,0.002,0,35.65945806,139.7026058,56,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300241,6,33,male,0.001,0,0,0,0,0.998,0.001,0,35.65945806,139.7026058,81,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,6,20,female,0,0.002,0,0,0.013,0.838,0.147,0,35.65957861,139.7024608,103,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300247,6,20,female,0.012,0,0.001,0,0.971,0.004,0.012,0,35.65958472,139.7024064,124,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,6,21,male,0,0.001,0.004,0,0.468,0.499,0.027,0,35.65948945,139.7023661,90,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,6,23,male,0,0.002,0,0,0,0.93,0.068,0,35.65968222,139.7024117,61,40,ì˙,2019/12/8,1,1,ã{âvç‚
A7300255,6,19,female,0,0,0,0,0.001,0.996,0.003,0,35.65964583,139.7025383,120,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01538,6,54,male,0.003,0,0,0.007,0,0.756,0.002,0.232,35.65933083,139.7021056,44,46,ìy,2019/12/7,2,1,ã{âvç‚
DSC01539,6,20,female,0.001,0,0,0,0,0.997,0.001,0,35.65938306,139.7022214,87,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01540,6,24,male,0,0,0,0,0.015,0.96,0.005,0.02,35.65940556,139.7022283,78,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01541,6,26,female,0,0,0,0,0.006,0.989,0,0.004,35.65944,139.7023428,73,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01542,6,20,female,0,0,0,0,0.142,0.857,0.001,0,35.65944195,139.7024094,136,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,6,23,male,0,0,0,0,0,0.996,0.003,0,35.65948945,139.7025236,85,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01547,6,25,female,0.002,0,0,0.003,0.65,0.314,0.006,0.025,35.65948972,139.7024911,81,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01552,6,27,male,0.003,0,0,0.001,0,0.907,0.001,0.087,35.65957889,139.7024581,84,78,ìy,2019/12/7,2,1,ã{âvç‚
DSC01554,6,24,female,0.119,0.011,0.094,0.002,0.383,0.363,0.029,0.001,35.65957306,139.7023675,100,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01555,6,20,female,0,0,0,0,0,0.859,0,0.141,35.65965417,139.7022722,79,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01558,6,16,female,0.001,0,0,0,0,0.973,0.022,0.003,35.659495,139.7022114,61,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC01559,6,25,female,0,0,0,0.011,0,0.681,0.002,0.305,35.65951778,139.7023608,67,70,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,6,35,male,0,0.001,0,0,0,0.996,0.002,0.001,35.65942583,139.7020283,65,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02562,6,23,female,0.01,0,0.001,0.004,0.006,0.69,0.006,0.283,35.65956889,139.7022017,84,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02564,6,24,male,0,0,0,0,0.011,0.967,0,0.021,35.65947028,139.7021539,71,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,6,38,male,0.001,0.006,0.001,0.003,0.007,0.88,0.004,0.097,35.65949611,139.7022667,79,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02569,6,33,female,0,0,0,0,0.005,0.988,0.006,0.001,35.65945,139.7023339,126,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02575,6,25,female,0,0,0,0,1,0,0,0,35.65945667,139.7023475,75,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02833,6,17,female,0,0,0,0,0.013,0.962,0,0.025,35.65947361,139.7021044,69,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02834,6,20,male,0,0.002,0,0.006,0,0.819,0.17,0.003,35.65951333,139.7021253,91,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02835,6,21,female,0,0,0,0,0.998,0.002,0,0,35.65966111,139.7022264,121,34,åé,2019/12/9,3,0,ã{âvç‚
DSC02837,6,15,female,0.005,0,0,0,0.006,0.959,0,0.029,35.65961278,139.7024361,70,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02842,6,31,male,0.001,0,0,0.002,0,0.898,0.001,0.098,35.65960556,139.7023533,109,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02843,6,23,female,0.001,0,0,0.002,0,0.964,0.004,0.029,35.65962306,139.7023158,63,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02844,6,25,female,0,0,0,0.001,0,0.98,0.003,0.016,35.65961472,139.7023178,66,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02845,6,22,male,0,0.029,0,0,0.013,0.956,0.002,0,35.65952028,139.7023458,52,50,åé,2019/12/9,3,0,ã{âvç‚
DSC02847,6,31,male,0,0.001,0,0.001,0.001,0.942,0.053,0.001,35.65955556,139.7021086,139,105,åé,2019/12/9,3,0,ã{âvç‚
DSD06141-1218,6,24,female,0,0,0,0,0,0.89,0.001,0.109,35.65958556,139.7024283,37,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06146-1218,6,44,male,0,0,0,0,0,1,0,0,35.65953833,139.7026669,51,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06147-1218,6,42,female,0.001,0,0,0,0.047,0.922,0.03,0,35.6594675,139.7027803,61,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,6,24,male,0,0,0,0,0,0.981,0.019,0,35.65942167,139.7021336,107,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,6,23,male,0,0,0,0,0.001,0.999,0,0,35.65938556,139.7022328,52,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,6,25,male,0,0,0,0,0,0.999,0.001,0,35.65971445,139.702225,45,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06233-1218,6,23,female,0,0,0,0,0.021,0.969,0.003,0.006,35.65963,139.7023075,37,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06235-1218,6,17,female,0,0,0,0,0,0.996,0.004,0,35.65948833,139.7022886,98,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06238-1218,6,16,male,0,0,0,0,0,0.999,0,0.001,35.65943667,139.7024636,87,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06243-1218,6,22,male,0,0,0,0,0,0.999,0.001,0,35.65954667,139.7021747,122,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06250-1218,6,22,female,0,0,0,0,0.034,0.965,0,0,35.65937528,139.7025486,126,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06251-1218,6,31,male,0,0,0,0,0,0.976,0,0.024,35.65946945,139.7025042,46,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06254-1218,6,17,female,0,0.004,0.001,0,0.876,0.119,0,0,35.6597106,139.702292,145,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06255-1218,6,24,female,0,0,0,0,0,1,0,0,35.6597106,139.702292,74,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300222,7,21,male,0,0,0,0,0,0.995,0.003,0.001,35.65961083,139.7022903,61,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300223,7,47,male,0,0,0,0,0,0.946,0.054,0,35.65961528,139.7023628,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300224,7,24,female,0,0.001,0.012,0,0.892,0.034,0.06,0,35.65951389,139.7022131,65,43,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,7,41,female,0.009,0.001,0.004,0.009,0.004,0.879,0.044,0.05,35.659825,139.7022933,50,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,7,23,male,0,0,0,0,0,0.935,0.065,0,35.65977528,139.70232,55,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300228,7,24,male,0.054,0.004,0.125,0,0.018,0.762,0.037,0.001,35.65941583,139.7022667,81,62,ì˙,2019/12/8,1,1,ã{âvç‚
A7300229,7,22,male,0,0,0,0,1,0,0,0,35.65973722,139.7025075,93,69,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,7,26,male,0,0,0,0,0.001,0.996,0.002,0,35.65970222,139.7025433,106,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300231,7,28,female,0.001,0,0,0,0,0.984,0.012,0.002,35.6596925,139.7025483,42,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300232,7,27,female,0,0,0,0,0.982,0.017,0.001,0,35.65972889,139.7025378,39,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,7,19,female,0,0,0,0,0,0.947,0.053,0.001,35.65976528,139.7024314,78,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,7,24,female,0,0,0,0,0,0.874,0.125,0,35.65946889,139.7025008,68,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,7,20,male,0,0,0,0.003,0.002,0.979,0.011,0.005,35.65947417,139.702495,50,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,7,58,female,0.007,0,0.001,0.004,0,0.864,0.007,0.117,35.65947417,139.702495,54,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,7,32,male,0,0,0,0,0.034,0.644,0.321,0,35.65949306,139.7025264,95,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300238,7,60,male,0,0,0,0,0,0.94,0.06,0,35.65952583,139.7025669,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,7,60,male,0.001,0,0,0,0,0.973,0.026,0,35.65952889,139.7025656,54,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300240,7,25,male,0.005,0,0,0,0.001,0.972,0.021,0.001,35.65945806,139.7026058,54,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300241,7,28,male,0,0.002,0,0,0.087,0.887,0.024,0,35.65945806,139.7026058,74,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,7,17,female,0,0,0,0,0,0.991,0.009,0,35.65957861,139.7024608,95,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300247,7,22,female,0.001,0,0.001,0,0.067,0.421,0.51,0,35.65958472,139.7024064,111,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,7,15,female,0.001,0.001,0.001,0.001,0.001,0.955,0.017,0.023,35.65948945,139.7023661,87,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,7,38,male,0.005,0.002,0.005,0,0.234,0.751,0.003,0,35.65968222,139.7024117,58,40,ì˙,2019/12/8,1,1,ã{âvç‚
A7300255,7,30,male,0.004,0,0,0,0,0.981,0.001,0.013,35.65964583,139.7025383,95,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01538,7,44,male,0,0,0,0,0,0.995,0.001,0.004,35.65933083,139.7021056,41,46,ìy,2019/12/7,2,1,ã{âvç‚
DSC01539,7,23,female,0,0,0,0,0,0.998,0,0.001,35.65938306,139.7022214,87,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01540,7,34,female,0.002,0,0.001,0.001,0.011,0.92,0.065,0.002,35.65940556,139.7022283,76,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01541,7,21,female,0,0,0,0,0.999,0,0.001,0,35.65944,139.7023428,69,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,7,23,male,0,0,0,0,0,0.999,0.001,0,35.65948945,139.7025236,81,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01548,7,36,female,0,0.001,0,0,0,0.991,0.007,0,35.65949889,139.7024764,93,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC01552,7,12,female,0,0,0,0,0,0.999,0.001,0,35.65957889,139.7024581,81,78,ìy,2019/12/7,2,1,ã{âvç‚
DSC01554,7,21,male,0,0,0,0,0.023,0.975,0.001,0.001,35.65957306,139.7023675,90,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01555,7,19,female,0,0,0,0,0,0.994,0.005,0,35.65965417,139.7022722,74,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01558,7,24,male,0,0,0,0,0.001,0.998,0.001,0.001,35.659495,139.7022114,60,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC01559,7,11,female,0,0,0,0,0,0.999,0.001,0,35.65951778,139.7023608,66,70,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,7,22,female,0,0,0,0,0,1,0,0,35.65942583,139.7020283,62,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02562,7,31,male,0,0,0,0,0.002,0.981,0.001,0.017,35.65956889,139.7022017,79,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02564,7,28,female,0.001,0.001,0.001,0.036,0,0.534,0.018,0.41,35.65947028,139.7021539,71,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,7,26,male,0,0,0,0,0,0.998,0.002,0,35.65949611,139.7022667,77,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02569,7,20,male,0,0.001,0,0,0,0.988,0.008,0.003,35.65945,139.7023339,122,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02575,7,33,male,0.001,0,0,0,0,0.991,0.007,0.001,35.65945667,139.7023475,71,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02833,7,18,male,0.001,0,0,0.002,0.063,0.799,0.004,0.132,35.65947361,139.7021044,63,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02834,7,23,male,0,0,0,0.001,0,0.41,0,0.589,35.65951333,139.7021253,89,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02835,7,27,male,0,0,0,0,0.001,0.98,0,0.018,35.65966111,139.7022264,112,34,åé,2019/12/9,3,0,ã{âvç‚
DSC02842,7,22,male,0,0,0,0,0.001,0.925,0.003,0.071,35.65960556,139.7023533,69,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02844,7,23,female,0.002,0,0,0,0.051,0.925,0.003,0.018,35.65961472,139.7023178,64,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02847,7,45,female,0,0.008,0,0,0.001,0.985,0.006,0.001,35.65955556,139.7021086,136,105,åé,2019/12/9,3,0,ã{âvç‚
DSD06141-1218,7,19,female,0,0,0,0,0,0.881,0,0.118,35.65958556,139.7024283,36,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06146-1218,7,20,female,0.004,0.001,0.001,0,0.001,0.976,0.015,0.002,35.65953833,139.7026669,51,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06147-1218,7,23,female,0,0,0,0,0,0.998,0.002,0,35.6594675,139.7027803,59,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,7,20,male,0,0.002,0.002,0,0.984,0.012,0,0,35.65942167,139.7021336,103,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,7,21,female,0,0,0,0,1,0,0,0,35.65938556,139.7022328,50,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,7,41,male,0,0,0,0,0,0.985,0.015,0,35.65971445,139.702225,45,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06233-1218,7,27,male,0,0,0,0,0.031,0.943,0.003,0.023,35.65963,139.7023075,36,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06235-1218,7,62,male,0,0,0,0,0,0.98,0.02,0,35.65948833,139.7022886,76,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06243-1218,7,20,female,0.001,0,0,0,0,0.97,0.007,0.022,35.65954667,139.7021747,98,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,7,28,female,0,0,0,0,0,0.974,0.026,0,35.65953889,139.7022744,50,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06250-1218,7,55,male,0,0.008,0,0,0.004,0.986,0.003,0,35.65937528,139.7025486,123,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06254-1218,7,18,male,0,0,0,0,0,1,0,0,35.6597106,139.702292,136,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06255-1218,7,27,female,0,0.003,0,0,0.068,0.929,0,0,35.6597106,139.702292,73,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300222,8,24,female,0,0,0,0,0,0.966,0.034,0,35.65961083,139.7022903,60,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300223,8,17,male,0,0,0,0.002,0.25,0.492,0.212,0.043,35.65961528,139.7023628,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300224,8,20,female,0,0,0,0,1,0,0,0,35.65951389,139.7022131,61,43,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,8,24,female,0,0,0,0,0,0.993,0.006,0.001,35.659825,139.7022933,49,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,8,15,female,0,0,0,0.001,0,0.663,0,0.336,35.65977528,139.70232,54,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300228,8,19,female,0,0,0,0,0.003,0.996,0,0,35.65941583,139.7022667,74,62,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,8,32,male,0.002,0.012,0.001,0,0.059,0.926,0,0,35.65970222,139.7025433,103,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300231,8,50,female,0.001,0.002,0.001,0,0.036,0.954,0.006,0,35.6596925,139.7025483,41,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300232,8,27,male,0,0,0,0,0.002,0.997,0.001,0,35.65972889,139.7025378,39,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,8,22,female,0,0,0,0,0,0.944,0.056,0,35.65976528,139.7024314,77,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,8,17,male,0,0,0,0,0.311,0.687,0.001,0,35.65946889,139.7025008,67,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,8,19,female,0,0,0,0,0,0.993,0.001,0.006,35.65947417,139.702495,50,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,8,23,female,0,0,0,0,0,0.999,0.001,0.001,35.65947417,139.702495,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,8,23,female,0,0.016,0,0,0,0.978,0.005,0,35.65949306,139.7025264,92,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300238,8,28,female,0,0,0,0,0,0.999,0.001,0,35.65952583,139.7025669,49,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,8,54,female,0,0,0,0,0.001,0.992,0.007,0,35.65952889,139.7025656,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300241,8,25,male,0.01,0,0,0,0.001,0.954,0.032,0.002,35.65945806,139.7026058,71,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,8,20,female,0,0,0,0,0,0.999,0.001,0,35.65957861,139.7024608,90,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,8,36,female,0,0,0.002,0,0.008,0.5,0.488,0,35.65948945,139.7023661,78,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,8,25,female,0,0,0,0,0,0.993,0.006,0,35.65968222,139.7024117,58,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,8,26,male,0,0.001,0,0,0.151,0.847,0,0.001,35.65938306,139.7022214,85,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01540,8,24,female,0.001,0,0.001,0,0.798,0.173,0.018,0.007,35.65940556,139.7022283,75,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,8,19,female,0,0,0,0,0.998,0.002,0,0,35.65948945,139.7025236,81,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01548,8,24,female,0,0,0,0,0,0.998,0.002,0,35.65949889,139.7024764,65,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC01554,8,23,female,0,0,0,0,0.003,0.983,0.014,0.001,35.65957306,139.7023675,76,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01555,8,22,female,0,0.023,0,0,0.008,0.938,0.031,0,35.65965417,139.7022722,73,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01558,8,27,male,0,0,0,0,0,0.998,0.001,0,35.659495,139.7022114,59,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,8,27,male,0.001,0,0,0,0,0.994,0.003,0.002,35.65942583,139.7020283,62,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02564,8,21,male,0,0.001,0,0,0.002,0.987,0.001,0.009,35.65947028,139.7021539,69,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,8,25,male,0,0,0,0,0.96,0.001,0.039,0,35.65949611,139.7022667,74,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02569,8,23,female,0,0,0,0,0.971,0.026,0.002,0,35.65945,139.7023339,113,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02575,8,20,female,0.045,0.001,0.014,0,0.004,0.928,0.006,0.002,35.65945667,139.7023475,67,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02833,8,18,female,0.068,0.001,0.011,0.004,0.075,0.811,0.024,0.007,35.65947361,139.7021044,65,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02834,8,24,female,0,0,0,0,0,0.997,0,0.002,35.65951333,139.7021253,86,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02847,8,50,male,0,0.002,0,0.001,0.187,0.782,0.003,0.023,35.65955556,139.7021086,134,105,åé,2019/12/9,3,0,ã{âvç‚
DSD06146-1218,8,26,female,0,0,0,0,0,0.998,0.002,0,35.65953833,139.7026669,50,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06147-1218,8,25,female,0,0,0,0,0,1,0,0,35.6594675,139.7027803,53,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,8,19,male,0,0,0,0,0,0.992,0.007,0,35.65942167,139.7021336,98,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,8,19,female,0.002,0,0,0,0,0.99,0.007,0,35.65938556,139.7022328,49,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,8,32,female,0,0,0,0,0,0.992,0.008,0,35.65971445,139.702225,43,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06235-1218,8,26,female,0,0,0,0,0,1,0,0,35.65948833,139.7022886,43,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06243-1218,8,25,female,0,0,0,0,0,0.999,0.001,0,35.65954667,139.7021747,95,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,8,24,male,0,0.069,0,0,0,0.927,0.003,0,35.65953889,139.7022744,50,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06250-1218,8,60,male,0.003,0.001,0,0,0.001,0.972,0.023,0,35.65937528,139.7025486,121,35,êÖ,2019/12/18,2,0,ã{âvç‚
