filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,âÊëúÉTÉCÉY,35mmä∑éZ,ójì˙,ì˙ït,éûä‘ë—,ìyì˙_tf,èÍèä
DSD06254-1218,8,19,female,0,0,0,0,0,0.977,0.023,0,35.6597106,139.702292,115,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06255-1218,8,14,female,0,0,0,0,0.071,0.929,0,0,35.6597106,139.702292,56,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300222,9,64,male,0,0,0,0.001,0.001,0.969,0.005,0.023,35.65961083,139.7022903,58,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300223,9,41,male,0,0.001,0,0,0.005,0.987,0.007,0,35.65961528,139.7023628,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300224,9,51,male,0,0.002,0,0,0,0.93,0.067,0,35.65951389,139.7022131,59,43,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,9,42,male,0,0.024,0,0,0.957,0.019,0,0,35.659825,139.7022933,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,9,54,male,0,0,0,0,0,0.933,0.065,0.001,35.65977528,139.70232,53,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300228,9,17,female,0,0,0,0,0.978,0.022,0,0,35.65941583,139.7022667,74,62,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,9,24,male,0,0,0,0.001,0,0.538,0.008,0.452,35.65970222,139.7025433,103,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300231,9,36,male,0,0.001,0,0.003,0.004,0.954,0.024,0.013,35.6596925,139.7025483,40,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300232,9,32,male,0,0,0,0,0.001,0.996,0.001,0.001,35.65972889,139.7025378,36,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,9,23,male,0,0,0,0,0,0.989,0.011,0,35.65976528,139.7024314,76,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,9,25,male,0,0,0,0,0,0.998,0.001,0.001,35.65946889,139.7025008,64,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,9,24,female,0,0,0,0,0,0.998,0,0.002,35.65947417,139.702495,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,9,22,male,0.001,0.006,0.001,0,0.034,0.951,0.006,0,35.65947417,139.702495,52,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,9,19,female,0.009,0.025,0.056,0.002,0.007,0.594,0.305,0.003,35.65949306,139.7025264,92,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300238,9,48,female,0.001,0.001,0,0,0.006,0.991,0,0,35.65952583,139.7025669,49,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,9,45,female,0,0,0,0,0.615,0.382,0.002,0,35.65952889,139.7025656,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300241,9,25,female,0.003,0.002,0,0.001,0.005,0.96,0.027,0.002,35.65945806,139.7026058,67,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,9,24,female,0,0.004,0,0.001,0,0.597,0.396,0.001,35.65957861,139.7024608,87,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,9,18,female,0,0,0,0,0,0.942,0.058,0,35.65948945,139.7023661,72,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,9,23,female,0.003,0.266,0.001,0.001,0.003,0.712,0.012,0.002,35.65968222,139.7024117,56,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,9,34,female,0,0,0,0,0,0.983,0.016,0,35.65938306,139.7022214,84,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01540,9,23,male,0,0,0,0,0.002,0.919,0,0.079,35.65940556,139.7022283,74,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,9,22,male,0.003,0.002,0,0,0,0.858,0.136,0,35.65948945,139.7025236,80,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01555,9,51,male,0,0,0,0,0.002,0.988,0.01,0,35.65965417,139.7022722,63,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01558,9,24,female,0,0,0,0,0.005,0.993,0.002,0,35.659495,139.7022114,58,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,9,29,male,0.116,0,0,0,0,0.882,0.001,0,35.65942583,139.7020283,60,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02564,9,16,male,0,0,0,0,0,0.955,0.001,0.044,35.65947028,139.7021539,66,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,9,26,female,0,0,0,0,0,0.757,0.243,0,35.65949611,139.7022667,74,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02834,9,12,male,0,0,0,0,0,0.991,0,0.009,35.65951333,139.7021253,84,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02842,9,40,male,0,0,0,0,0.028,0.967,0.002,0.003,35.65960556,139.7023533,61,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02847,9,18,female,0,0.003,0,0.001,0,0.982,0.013,0.001,35.65955556,139.7021086,132,105,åé,2019/12/9,3,0,ã{âvç‚
DSD06146-1218,9,64,male,0.001,0,0,0,0.001,0.754,0.244,0,35.65953833,139.7026669,49,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06147-1218,9,22,female,0,0,0,0,0,0.998,0,0.002,35.6594675,139.7027803,50,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,9,24,female,0.004,0.001,0.005,0.02,0.001,0.334,0.449,0.185,35.65942167,139.7021336,64,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,9,24,female,0.005,0.002,0.005,0,0.013,0.971,0.003,0,35.65938556,139.7022328,48,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,9,17,male,0,0,0,0,0,0.992,0.008,0,35.65971445,139.702225,43,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06243-1218,9,25,female,0,0,0,0,0,0.997,0,0.003,35.65954667,139.7021747,77,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,9,24,male,0,0.001,0,0,0.067,0.932,0.001,0,35.65953889,139.7022744,49,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06250-1218,9,66,male,0,0,0,0,0.008,0.992,0,0,35.65937528,139.7025486,118,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06254-1218,9,22,female,0,0,0,0,0,0.999,0.001,0,35.6597106,139.702292,107,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06255-1218,9,44,male,0,0,0,0,0,1,0,0,35.6597106,139.702292,45,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300222,10,24,female,0,0,0,0,0,0.991,0.008,0,35.65961083,139.7022903,57,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300223,10,24,female,0.001,0.002,0.008,0,0.006,0.958,0.024,0.001,35.65961528,139.7023628,51,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300224,10,24,male,0,0,0,0,0.011,0.988,0,0,35.65951389,139.7022131,53,43,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,10,33,female,0,0,0,0,0,0.989,0.009,0,35.659825,139.7022933,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,10,34,male,0,0.005,0,0,0.16,0.833,0.002,0,35.65977528,139.70232,53,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300228,10,19,male,0,0,0,0,0,0.969,0.031,0,35.65941583,139.7022667,73,62,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,10,22,male,0,0,0,0,0,0.998,0.001,0,35.65970222,139.7025433,99,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300231,10,28,female,0,0,0,0,0,0.997,0.003,0,35.6596925,139.7025483,39,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,10,18,male,0,0,0,0,0,1,0,0,35.65976528,139.7024314,75,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,10,28,male,0,0.001,0,0,0,0.994,0.005,0,35.65946889,139.7025008,60,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,10,21,female,0.002,0,0.001,0.001,0.031,0.647,0.315,0.002,35.65947417,139.702495,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,10,24,male,0,0,0,0,0,0.992,0.008,0,35.65947417,139.702495,52,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,10,31,male,0,0,0,0,0,0.752,0.247,0,35.65949306,139.7025264,92,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300238,10,40,male,0.001,0,0,0,0,0.983,0.016,0,35.65952583,139.7025669,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,10,33,male,0,0,0,0,0,0.97,0.029,0,35.65952889,139.7025656,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,10,47,male,0.001,0,0,0,0.002,0.962,0.033,0.002,35.65957861,139.7024608,86,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,10,20,female,0,0,0,0,1,0,0,0,35.65948945,139.7023661,72,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,10,18,female,0,0,0,0,0,0.999,0.001,0,35.65968222,139.7024117,56,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,10,48,male,0,0,0,0,0,0.985,0.014,0,35.65938306,139.7022214,84,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01540,10,23,female,0,0,0,0,0.002,0.887,0.005,0.106,35.65940556,139.7022283,72,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,10,44,male,0,0.003,0,0,0,0.979,0.016,0.001,35.65948945,139.7025236,79,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01555,10,54,female,0.001,0,0,0.008,0,0.017,0,0.973,35.65965417,139.7022722,40,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01558,10,30,female,0.029,0,0,0,0,0.963,0.005,0.002,35.659495,139.7022114,57,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,10,25,female,0.001,0,0,0.006,0.001,0.889,0.003,0.099,35.65942583,139.7020283,60,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02564,10,15,female,0,0,0,0.002,0,0.827,0.001,0.169,35.65947028,139.7021539,66,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,10,30,female,0,0,0,0.024,0,0.258,0.001,0.717,35.65949611,139.7022667,74,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02834,10,7,female,0,0,0,0,0,1,0,0,35.65951333,139.7021253,82,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02847,10,18,female,0,0,0,0,1,0,0,0,35.65955556,139.7021086,132,105,åé,2019/12/9,3,0,ã{âvç‚
DSD06146-1218,10,20,male,0,0,0,0,0,0.999,0.001,0,35.65953833,139.7026669,48,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06147-1218,10,14,female,0,0,0,0,0.002,0.998,0,0,35.6594675,139.7027803,50,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,10,40,male,0,0,0,0,0,0.997,0.003,0,35.65942167,139.7021336,62,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,10,19,female,0.001,0,0,0,0,0.99,0.008,0,35.65938556,139.7022328,48,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,10,21,female,0,0,0,0,0,0.998,0.002,0,35.65971445,139.702225,41,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06243-1218,10,3,male,0,0,0,0,0.003,0.977,0,0.02,35.65954667,139.7021747,62,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,10,34,male,0,0,0,0,0,0.991,0.009,0,35.65953889,139.7022744,49,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06250-1218,10,36,female,0,0,0,0,0.001,0.999,0,0,35.65937528,139.7025486,52,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06254-1218,10,17,female,0,0,0,0,0,0.998,0.001,0,35.6597106,139.702292,86,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06255-1218,10,34,male,0,0,0,0,0.001,0.999,0,0,35.6597106,139.702292,41,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300222,11,25,female,0.001,0.001,0,0,0.079,0.85,0.069,0,35.65961083,139.7022903,57,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300223,11,17,female,0,0,0,0,0,0.999,0.001,0,35.65961528,139.7023628,51,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,11,28,female,0,0,0,0.002,0,0.922,0.042,0.034,35.659825,139.7022933,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,11,30,male,0,0.003,0,0.001,0,0.99,0.003,0.003,35.65977528,139.70232,53,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300228,11,31,female,0.001,0.001,0.003,0.001,0.009,0.866,0.107,0.011,35.65941583,139.7022667,53,62,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,11,29,male,0.025,0.001,0,0,0,0.964,0.009,0,35.65970222,139.7025433,89,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300231,11,24,female,0,0,0,0,0,0.989,0.011,0,35.6596925,139.7025483,38,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,11,23,female,0,0,0,0,0,0.976,0.024,0,35.65976528,139.7024314,74,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,11,28,male,0,0,0,0,0.001,0.995,0.004,0,35.65946889,139.7025008,60,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,11,33,male,0,0,0,0,1,0,0,0,35.65947417,139.702495,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,11,28,female,0,0,0,0,0.001,0.998,0.001,0,35.65947417,139.702495,50,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,11,30,female,0.001,0,0,0,0,0.944,0.055,0,35.65949306,139.7025264,88,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,11,31,female,0,0,0,0,0.003,0.992,0.002,0.004,35.65952889,139.7025656,45,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,11,20,female,0.001,0.003,0,0,0,0.927,0.068,0.001,35.65957861,139.7024608,82,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,11,23,female,0.001,0.003,0.002,0,0.422,0.572,0.001,0,35.65948945,139.7023661,68,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,11,34,male,0.001,0.003,0,0,0,0.994,0.003,0,35.65968222,139.7024117,53,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,11,19,male,0,0,0,0,0,0.999,0.001,0,35.65938306,139.7022214,82,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,11,30,male,0.002,0.001,0.002,0.178,0,0.647,0.008,0.162,35.65948945,139.7025236,79,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01558,11,24,female,0.001,0.001,0.001,0.002,0.107,0.812,0.004,0.071,35.659495,139.7022114,57,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,11,48,male,0,0,0,0,0,1,0,0,35.65942583,139.7020283,57,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02564,11,26,male,0,0,0,0,0.996,0.001,0.003,0,35.65947028,139.7021539,65,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,11,25,male,0,0.002,0,0,0.001,0.99,0.004,0.003,35.65949611,139.7022667,72,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02834,11,26,female,0,0,0,0,0.999,0.001,0,0,35.65951333,139.7021253,79,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02847,11,62,male,0,0,0,0,0,0.991,0,0.009,35.65955556,139.7021086,129,105,åé,2019/12/9,3,0,ã{âvç‚
DSD06146-1218,11,17,female,0,0,0,0,0,0.994,0.006,0,35.65953833,139.7026669,48,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,11,22,female,0,0,0,0,0.002,0.998,0.001,0,35.65942167,139.7021336,59,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,11,52,male,0,0,0.002,0,0.017,0.199,0.782,0,35.65938556,139.7022328,47,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,11,37,female,0,0,0,0,0,1,0,0,35.65971445,139.702225,41,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,11,44,male,0,0,0,0,0,0.999,0,0,35.65953889,139.7022744,49,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06254-1218,11,21,female,0,0,0,0,0.019,0.977,0.003,0,35.6597106,139.702292,82,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300222,12,25,male,0,0.002,0,0,0.749,0.24,0.007,0.001,35.65961083,139.7022903,50,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300223,12,25,female,0,0,0,0,1,0,0,0,35.65961528,139.7023628,50,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,12,29,male,0,0,0,0,0,1,0,0,35.659825,139.7022933,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,12,21,male,0,0,0,0,0,0.998,0.002,0,35.65977528,139.70232,53,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300228,12,52,female,0,0,0,0,0.006,0.984,0.002,0.007,35.65941583,139.7022667,42,62,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,12,23,male,0.003,0,0,0,0,0.793,0.204,0,35.65970222,139.7025433,89,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300231,12,28,male,0,0,0,0,0.005,0.994,0,0,35.6596925,139.7025483,37,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,12,19,female,0,0,0,0,0,0.998,0.002,0,35.65976528,139.7024314,73,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,12,22,female,0.014,0.001,0.002,0,0.002,0.888,0.092,0,35.65946889,139.7025008,60,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,12,17,female,0,0.002,0,0,0.003,0.989,0.006,0,35.65947417,139.702495,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,12,32,male,0.001,0.001,0,0,0.005,0.986,0.009,0,35.65947417,139.702495,50,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,12,25,female,0.001,0,0.001,0,0.001,0.812,0.179,0.005,35.65949306,139.7025264,82,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,12,50,male,0,0,0,0,0.003,0.988,0.007,0.002,35.65952889,139.7025656,45,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,12,19,female,0,0.004,0.001,0,0.472,0.522,0.001,0,35.65957861,139.7024608,81,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,12,24,female,0.001,0.001,0.002,0.009,0.08,0.2,0.704,0.004,35.65948945,139.7023661,68,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,12,22,female,0,0,0,0,0,0.993,0.007,0,35.65968222,139.7024117,52,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,12,18,female,0,0,0,0,0,0.999,0,0.001,35.65938306,139.7022214,81,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,12,23,female,0,0,0,0,0.999,0.001,0,0,35.65948945,139.7025236,78,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01558,12,19,male,0,0,0,0,0,0.999,0,0.001,35.659495,139.7022114,56,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,12,31,male,0.001,0,0,0,0.015,0.979,0.001,0.004,35.65942583,139.7020283,56,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02564,12,20,female,0,0,0,0,0.253,0.74,0.006,0,35.65947028,139.7021539,56,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,12,26,female,0,0.001,0,0,0.168,0.823,0.007,0,35.65949611,139.7022667,69,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02575,12,29,female,0.003,0,0.001,0,0.016,0.973,0.005,0.001,35.65945667,139.7023475,56,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02847,12,19,male,0,0,0,0.001,0.001,0.755,0.004,0.238,35.65955556,139.7021086,129,105,åé,2019/12/9,3,0,ã{âvç‚
DSD06146-1218,12,19,female,0,0.001,0,0,0.908,0.091,0.001,0,35.65953833,139.7026669,48,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,12,26,male,0.001,0.048,0,0,0,0.939,0.012,0,35.65942167,139.7021336,54,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,12,31,female,0.002,0.118,0.002,0,0.025,0.825,0.027,0.001,35.65938556,139.7022328,46,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,12,14,male,0,0,0,0,0,0.999,0,0,35.65971445,139.702225,40,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,12,35,male,0,0.107,0.002,0,0.423,0.464,0.003,0,35.65953889,139.7022744,48,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06254-1218,12,41,male,0.004,0,0.001,0,0.003,0.988,0.005,0,35.6597106,139.702292,49,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,13,20,female,0,0,0,0,0,0.993,0.001,0.005,35.65961528,139.7023628,50,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,13,23,female,0.001,0,0.001,0.002,0.031,0.84,0.016,0.108,35.659825,139.7022933,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,13,23,female,0.001,0,0,0,0,0.974,0.024,0,35.65977528,139.70232,53,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,13,38,female,0,0,0,0,0,0.997,0.001,0.002,35.65970222,139.7025433,88,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,13,25,female,0.001,0,0,0,0.001,0.903,0.095,0,35.65976528,139.7024314,72,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,13,25,female,0,0,0,0,0,0.994,0.006,0,35.65946889,139.7025008,58,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,13,20,female,0,0,0,0,0.004,0.995,0.001,0,35.65947417,139.702495,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,13,23,male,0.001,0,0,0,0,0.965,0.034,0,35.65947417,139.702495,49,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,13,20,female,0,0,0,0,0,0.968,0.032,0,35.65949306,139.7025264,76,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,13,12,female,0,0,0,0,0.999,0.001,0,0,35.65957861,139.7024608,75,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,13,42,male,0,0,0,0,0,0.998,0.001,0.001,35.65948945,139.7023661,65,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,13,23,female,0,0,0,0,0,0.81,0.19,0,35.65968222,139.7024117,48,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,13,21,female,0,0,0,0,0.005,0.991,0.004,0.001,35.65938306,139.7022214,78,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,13,15,female,0.001,0.001,0,0,0,0.996,0.001,0,35.65948945,139.7025236,77,54,ìy,2019/12/7,2,1,ã{âvç‚
